time,x,y,z
0.0,2.0,1.5,2.8
0.1,1.94,1.48,2.79
0.2,1.88,1.46,2.78
0.30000000000000004,1.82,1.44,2.77
0.4,1.76,1.42,2.76
0.5,1.7,1.4,2.75
0.6000000000000001,1.64,1.38,2.7399999999999998
0.7000000000000001,1.58,1.3599999999999999,2.73
0.8,1.52,1.3399999999999999,2.7199999999999998
0.9,1.46,1.32,2.71
1.0,1.4,1.3,2.6999999999999997
1.1,1.3399999999999999,1.28,2.69
1.2000000000000002,1.2799999999999998,1.26,2.6799999999999997
1.3,1.22,1.24,2.67
1.4000000000000001,1.16,1.22,2.6599999999999997
1.5,1.1,1.2,2.65
1.6,1.04,1.18,2.6399999999999997
1.7000000000000002,0.98,1.16,2.63
1.8,0.9199999999999999,1.14,2.6199999999999997
1.9000000000000001,0.8599999999999999,1.1199999999999999,2.61
2.0,0.8,1.1,2.5999999999999996
2.1,0.74,1.08,2.59
2.2,0.6799999999999999,1.06,2.5799999999999996
2.3000000000000003,0.6199999999999999,1.04,2.57
2.4000000000000004,0.5599999999999998,1.02,2.5599999999999996
2.5,0.5,1.0,2.55
2.6,0.43999999999999995,0.98,2.54
2.7,0.3799999999999999,0.96,2.53
2.8000000000000003,0.31999999999999984,0.94,2.5199999999999996
2.9000000000000004,0.2599999999999998,0.9199999999999999,2.51
3.0,0.20000000000000018,0.8999999999999999,2.5
3.1,0.14000000000000012,0.8799999999999999,2.4899999999999998
3.2,0.08000000000000007,0.8599999999999999,2.4799999999999995
3.3000000000000003,0.020000000000000018,0.8399999999999999,2.4699999999999998
3.4000000000000004,-0.040000000000000036,0.8199999999999998,2.46
3.5,-0.10000000000000009,0.7999999999999999,2.4499999999999997
3.6,-0.16000000000000014,0.7799999999999999,2.44
3.7,-0.2200000000000002,0.7599999999999999,2.4299999999999997
3.8000000000000003,-0.28000000000000025,0.7399999999999999,2.42
3.9000000000000004,-0.3400000000000003,0.7199999999999999,2.4099999999999997
4.0,-0.3999999999999999,0.7,2.4
4.1000000000000005,-0.4600000000000004,0.6799999999999998,2.3899999999999997
4.2,-0.52,0.6599999999999999,2.38
4.3,-0.5799999999999996,0.64,2.3699999999999997
4.4,-0.6400000000000001,0.6199999999999999,2.36
4.5,-0.6999999999999997,0.6,2.3499999999999996
4.6000000000000005,-0.7600000000000002,0.5799999999999998,2.34
4.7,-0.8199999999999998,0.5599999999999999,2.3299999999999996
4.800000000000001,-0.8800000000000003,0.5399999999999998,2.32
4.9,-0.94,0.5199999999999999,2.3099999999999996
5.0,-1.0,0.5,2.3
