time,x,y,z
0.0,0.0,0.0,2.5
0.1,0.05,0.0,2.5
0.2,0.1,0.0,2.5
0.30000000000000004,0.15000000000000002,0.0,2.5
0.4,0.2,0.0,2.5
0.5,0.25,0.0,2.5
0.6000000000000001,0.30000000000000004,0.0,2.5
0.7000000000000001,0.35000000000000003,0.0,2.5
0.8,0.4,0.0,2.5
0.9,0.45,0.0,2.5
1.0,0.5,0.0,2.5
1.1,0.55,0.0,2.5
1.2000000000000002,0.6000000000000001,0.0,2.5
1.3,0.65,0.0,2.5
1.4000000000000001,0.7000000000000001,0.0,2.5
1.5,0.75,0.0,2.5
1.6,0.8,0.0,2.5
1.7000000000000002,0.8500000000000001,0.0,2.5
1.8,0.9,0.0,2.5
1.9000000000000001,0.9500000000000001,0.0,2.5
2.0,1.0,0.0,2.5
2.1,1.05,0.0,2.5
2.2,1.1,0.0,2.5
2.3000000000000003,1.1500000000000001,0.0,2.5
2.4000000000000004,1.2000000000000002,0.0,2.5
2.5,1.25,0.0,2.5
2.6,1.3,0.0,2.5
2.7,1.35,0.0,2.5
2.8000000000000003,1.4000000000000001,0.0,2.5
2.9000000000000004,1.4500000000000002,0.0,2.5
3.0,1.5,0.0,2.5
3.1,1.55,0.0,2.5
3.2,1.6,0.0,2.5
3.3000000000000003,1.6500000000000001,0.0,2.5
3.4000000000000004,1.7000000000000002,0.0,2.5
3.5,1.75,0.0,2.5
3.6,1.8,0.0,2.5
3.7,1.85,0.0,2.5
3.8000000000000003,1.9000000000000001,0.0,2.5
3.9000000000000004,1.9500000000000002,0.0,2.5
4.0,2.0,0.0,2.5
4.1000000000000005,2.0500000000000003,0.0,2.5
4.2,2.1,0.0,2.5
4.3,2.15,0.0,2.5
4.4,2.2,0.0,2.5
4.5,2.25,0.0,2.5
4.6000000000000005,2.3000000000000003,0.0,2.5
4.7,2.35,0.0,2.5
4.800000000000001,2.4000000000000004,0.0,2.5
4.9,2.45,0.0,2.5
5.0,2.5,0.0,2.5
